ID,Stem_ID,Morph_ID,Index,Gloss_ID
erepun-sick,erepun-sick,erepun-sick,0,sick
antonio-a,antonio-a,antonio-a,0,a-1
sarampion-measles,sarampion-measles,sarampion-measles,0,measles
santo-s,santo-s,santo-s,0,s
melicio-m,melicio-m,melicio-m,0,m
joti-hoti,joti-hoti,joti-hoti,0,hoti
akere-relative,akere-relative,akere-relative,0,relative
akere-relative-1,akere-relative-1,akere-relative-1,0,relative
kawaratu-k,kawaratu-k,kawaratu-k,0,k
u-starchy-food,u-starchy-food,u-starchy-food,0,starchy-food
wintika-disappear,wintika-disappear,wintika-disappear,0,disappear
javier-j,javier-j,javier-j,0,j
wanita-j,wanita-j,wanita-j,0,j
sawankuwi-die,sawankuwi-die,sawankuwi-die,0,die
sawankui-die,sawankui-die,sawankui-die,0,die
yawarana-yawarana,yawarana-yawarana,yawarana-yawarana,0,yawarana
kukurito-k,kukurito-k,kukurito-k,0,k
wine-from,wine-from,wine-from,0,from
wine-from-1,wine-from-1,wine-from-1,0,from
kunawo-brother-in-law,kunawo-brother-in-law,kunawo-brother-in-law,0,brother-in-law
yamuwati-y,yamuwati-y,yamuwati-y,0,y
merisiyo-m,merisiyo-m,merisiyo-m,0,m
kanejte-weave,kanejte-weave,kanejte-weave,0,weave
indigena-indigenous-person,indigena-indigenous-person,indigena-indigenous-person,0,indigenous-person
pekepene-alone,pekepene-alone,pekepene-alone,0,alone
margarita-m,margarita-m,margarita-m,0,m
kajwe-coffee,kajwe-coffee,kajwe-coffee,0,coffee
kapitan-chief,kapitan-chief,kapitan-chief,0,chief
are-leaf,are-leaf,are-leaf,0,leaf
julieta-j,julieta-j,julieta-j,0,j
ron-rum,ron-rum,ron-rum,0,rum
pike-when,pike-when,pike-when,0,when
toma-t,toma-t,toma-t,0,t
peremeki-speak,peremeki-speak,peremeki-speak,0,speak
sanaka-heal,sanaka-heal,sanaka-heal,0,heal
sempinuku-close-eyes,sempinuku-close-eyes,sempinuku-close-eyes,0,close-eyes
sempinuj-close-eyes,sempinuj-close-eyes,sempinuj-close-eyes,0,close-eyes
yolanda-y,yolanda-y,yolanda-y,0,y
pe-ess,pe-ess,pe-ess,0,ess
kerejpe-old,kerejpe-old,kerejpe-old,0,old
kere-old,kere-old,kere-old,0,old
mesuku-blood-1,mesuku-blood-1,mesuku-blood-1,0,blood
enu-eye-1,enu-eye-1,enu-eye-1,0,eye
emekunu-hand,emekunu-hand,emekunu-hand,0,hand
ere-liver,ere-liver,ere-liver,0,liver
oti-meat,oti-meat,oti-meat,0,meat
ena-nose,ena-nose,ena-nose,0,nose
echi-smoke,echi-smoke,echi-smoke,0,smoke
tepu-stone,tepu-stone,tepu-stone,0,stone
ape-arm-wing,ape-arm-wing,ape-arm-wing,0,arm-wing
yeremutu-ash,yeremutu-ash,yeremutu-ash,0,ash
kanawa-canoe,kanawa-canoe,kanawa-canoe,0,canoe
kemichini-be-cold,kemichini-be-cold,kemichini-be-cold,0,be-cold
yakuri-agouti,yakuri-agouti,yakuri-agouti,0,agouti
makampra-aunt,makampra-aunt,makampra-aunt,0,aunt
yemi-be-hungry,yemi-be-hungry,yemi-be-hungry,0,be-hungry
yomi-be-hungry,yomi-be-hungry,yomi-be-hungry,0,be-hungry
yemi-be-hungry-1,yemi-be-hungry-1,yemi-be-hungry-1,0,be-hungry
ijmojka-cook,ijmojka-cook,ijmojka-cook,0,cook
ijmoka-cook,ijmoka-cook,ijmoka-cook,0,cook
padrastro-stepfather,padrastro-stepfather,padrastro-stepfather,0,stepfather
rafa-rafa,rafa-rafa,rafa-rafa,0,rafa
perez-perez,perez-perez,perez-perez,0,perez
akere-with,akere-with,akere-with,0,with
ka-all,ka-all,ka-all,0,all
maijte-go-imp,maijte-go-imp,maijte-go-imp,0,"go,imp"
ejnomo-ejnomo,ejnomo-ejnomo,ejnomo-ejnomo,0,ejnomo
sujta-urinate-0,sujta-urinate,suj-urine,0,urine
sujta-urinate-1,sujta-urinate,tavbz,1,"vbz,intr"
kaimota-hunt-0,kaimota-hunt,kaimo-game,0,game
kaimota-hunt-1,kaimota-hunt,tavbz,1,"vbz,intr"
meteta-thin-0,meteta-thin,mete-thin,0,thin
meteta-thin-1,meteta-thin,tavbz,1,"vbz,intr"
yokota-grow-pimple-0,yokota-grow-pimple,yoko-pimple,0,pimple
yokota-grow-pimple-1,yokota-grow-pimple,tavbz,1,"vbz,intr"
erepunta-become-sick-0,erepunta-become-sick,erepun-sick,0,sick
erepunta-become-sick-1,erepunta-become-sick,tavbz,1,"vbz,intr"
wereyta-cloud-over-0,wereyta-cloud-over,werey-cloud,0,cloud
wereyta-cloud-over-1,wereyta-cloud-over,tavbz,1,"vbz,intr"
wanaputa-grow-savannah-grass-0,wanaputa-grow-savannah-grass,wanapu-savannah,0,savannah
wanaputa-grow-savannah-grass-1,wanaputa-grow-savannah-grass,tavbz,1,"vbz,intr"
sakauta-get-sandy-0,sakauta-get-sandy,sakau-sand,0,sand
sakauta-get-sandy-1,sakauta-get-sandy,tavbz,1,"vbz,intr"
rokota-become-crazy-0,rokota-become-crazy,roko-crazy,0,crazy
rokota-become-crazy-1,rokota-become-crazy,tavbz,1,"vbz,intr"
punta-form-pulp-0,punta-form-pulp,pun-flesh,0,flesh
punta-form-pulp-1,punta-form-pulp,tavbz,1,"vbz,intr"
piketa-fart-0,piketa-fart,pike-fart,0,fart
piketa-fart-1,piketa-fart,tavbz,1,"vbz,intr"
pichipichita-form-whitebait-0,pichipichita-form-whitebait,pichipichi-whitebait,0,whitebait
pichipichita-form-whitebait-1,pichipichita-form-whitebait,tavbz,1,"vbz,intr"
nakita-be-thirsty-0,nakita-be-thirsty,naki-thirst,0,thirst
nakita-be-thirsty-1,nakita-be-thirsty,tavbz,1,"vbz,intr"
mukuta-have-son-0,mukuta-have-son,muku-child,0,child
mukuta-have-son-1,mukuta-have-son,tavbz,1,"vbz,intr"
motota-fill-with-worms-0,motota-fill-with-worms,moto-worm,0,worm
motota-fill-with-worms-1,motota-fill-with-worms,tavbz,1,"vbz,intr"
moronta-hurt-0,moronta-hurt,moron-pain,0,pain
moronta-hurt-1,moronta-hurt,tavbz,1,"vbz,intr"
mesujta-bleed-0,mesujta-bleed,mesuj-blood,0,blood
mesujta-bleed-1,mesujta-bleed,tavbz,1,"vbz,intr"
kereta-ripen-0,kereta-ripen,kere-old,0,old
kereta-ripen-1,kereta-ripen,tavbz,1,"vbz,intr"
kemuta-emit-pus-0,kemuta-emit-pus,kemu-pus,0,pus
kemuta-emit-pus-1,kemuta-emit-pus,tavbz,1,"vbz,intr"
konopota-start-rainy-season-0,konopota-start-rainy-season,konopo-rain,0,rain
konopota-start-rainy-season-1,konopota-start-rainy-season,tavbz,1,"vbz,intr"
kawonota-get-high-0,kawonota-get-high,kawono-high,0,high
kawonota-get-high-1,kawonota-get-high,tavbz,1,"vbz,intr"
kamparata-grow-0,kamparata-grow,kampara-big,0,big
kamparata-grow-1,kamparata-grow,tavbz,1,"vbz,intr"
chekeyta-fill-with-nits-0,chekeyta-fill-with-nits,chekey-nit,0,nit
chekeyta-fill-with-nits-1,chekeyta-fill-with-nits,tavbz,1,"vbz,intr"
chimichimita-fill-with-worms-dog-0,chimichimita-fill-with-worms-dog,chimichimi-worm-dog,0,worm-dog
chimichimita-fill-with-worms-dog-1,chimichimita-fill-with-worms-dog,tavbz,1,"vbz,intr"
chiketa-get-chiggers-0,chiketa-get-chiggers,chike-chigger,0,chigger
chiketa-get-chiggers-1,chiketa-get-chiggers,tavbz,1,"vbz,intr"
awochita-form-tumor-0,awochita-form-tumor,awochi-tumor,0,tumor
awochita-form-tumor-1,awochita-form-tumor,tavbz,1,"vbz,intr"
asereta-have-dry-cough-0,asereta-have-dry-cough,asere-dry-cough,0,dry-cough
asereta-have-dry-cough-1,asereta-have-dry-cough,tavbz,1,"vbz,intr"
aijkoronota-recover-0,aijkoronota-recover,aijkorono-recovered,0,recovered
aijkoronota-recover-1,aijkoronota-recover,tavbz,1,"vbz,intr"
ajpachita-overgrows-0,ajpachita-overgrows,ajpachi-undergrowth,0,undergrowth
ajpachita-overgrows-1,ajpachita-overgrows,tavbz,1,"vbz,intr"
akita-fill-with-worms-0,akita-fill-with-worms,aki-worm,0,worm
akita-fill-with-worms-1,akita-fill-with-worms,tavbz,1,"vbz,intr"
apita-ripen-0,apita-ripen,api-ripeness,0,ripeness
apita-ripen-1,apita-ripen,tavbz,1,"vbz,intr"
amuta-ripen-0,amuta-ripen,amu-ripeness,0,ripeness
amuta-ripen-1,amuta-ripen,tavbz,1,"vbz,intr"
chijchiputa-move-body-0,chijchiputa-move-body,chijchipu-body-movement,0,body-movement
chijchiputa-move-body-1,chijchiputa-move-body,tavbz,1,"vbz,intr"
kasota-fatten-0,kasota-fatten,kaso-fat,0,fat
kasota-fatten-1,kasota-fatten,tavbz,1,"vbz,intr"
takunuta-slack-off-0,takunuta-slack-off,takunu-laziness,0,laziness
takunuta-slack-off-1,takunuta-slack-off,tavbz,1,"vbz,intr"
werewereta-swarm-mosquitos-0,werewereta-swarm-mosquitos,werewere-mosquito-sp,0,mosquito-sp
werewereta-swarm-mosquitos-1,werewereta-swarm-mosquitos,tavbz,1,"vbz,intr"
keyata-grow-0,keyata-grow,keya-think,0,think
keyata-grow-1,keyata-grow,tavbz,1,"vbz,intr"
keyeta-grow-0,keyeta-grow,keya-big,0,big-1
keyeta-grow-1,keyeta-grow,tavbz,1,"vbz,intr"
majta-become-thin-0,majta-become-thin,maj-thin,0,thin
majta-become-thin-1,majta-become-thin,tavbz,1,"vbz,intr"
paijta-swell-river-0,paijta-swell-river,paij-full,0,full
paijta-swell-river-1,paijta-swell-river,tavbz,1,"vbz,intr"
wenaka-vomit-0,wenaka-vomit,wena-vomit,0,vomit
wenaka-vomit-1,wenaka-vomit,kavbz,1,"vbz,tr"
ajpachika-weed-0,ajpachika-weed,ajpachi-undergrowth,0,undergrowth
ajpachika-weed-1,ajpachika-weed,kavbz,1,"vbz,tr"
mejyaka-uncover-0,mejyaka-uncover,mejya-cover,0,cover
mejyaka-uncover-1,mejyaka-uncover,kavbz,1,"vbz,tr"
moronka-make-suffer-0,moronka-make-suffer,moron-pain,0,pain
moronka-make-suffer-1,moronka-make-suffer,kavbz,1,"vbz,tr"
mujnaka-dig-out-0,mujnaka-dig-out,mujna-grave,0,grave
mujnaka-dig-out-1,mujnaka-dig-out,kavbz,1,"vbz,tr"
pataka-take-out-0,pataka-take-out,pata-village,0,village
pataka-take-out-1,pataka-take-out,kavbz,1,"vbz,tr"
katupuma-pile-up-0,katupuma-pile-up,katupu-pile-up,0,pile-up
katupuma-pile-up-1,katupuma-pile-up,macaus,1,caus
keyama-raise-0,keyama-raise,keya-think,0,think
keyama-raise-1,keyama-raise,macaus,1,caus
kirima-thicken-0,kirima-thicken,kiri-thicken,0,thicken
kirima-thicken-1,kirima-thicken,macaus,1,caus
morontama-cause-pain-0,morontama-cause-pain,moron-pain,0,pain
morontama-cause-pain-1,morontama-cause-pain,tavbz,1,"vbz,intr"
morontama-cause-pain-2,morontama-cause-pain,macaus,2,caus
pejma-bewitch-0,pejma-bewitch,pej-witch,0,witch
pejma-bewitch-1,pejma-bewitch,macaus,1,caus
yajwema-sweeten-0,yajwema-sweeten,yajwe-become-sweet,0,become-sweet
yajwema-sweeten-1,yajwema-sweeten,macaus,1,caus
yapima-make-worse-0,yapima-make-worse,yapi-become-worse,0,become-worse
yapima-make-worse-1,yapima-make-worse,macaus,1,caus
yatuma-warm-0,yatuma-warm,yatu-become-warm,0,become-warm
yatuma-warm-1,yatuma-warm,macaus,1,caus
yerema-feed-0,yerema-feed,yere-eat,0,eat
yerema-feed-1,yerema-feed,macaus,1,caus
erema-feed-0,erema-feed,ere-liver,0,liver
erema-feed-1,erema-feed,macaus,1,caus
yakarama-tell-0,yakarama-tell,yakara-believe,0,believe
yakarama-tell-1,yakarama-tell,macaus,1,caus
ejnai-make-self-0,ejnai-make-self,dt1,0,detrz
ejnai-make-self-1,ejnai-make-self,nai-do,1,do
ejwenaka-vomit-0,ejwenaka-vomit,dt1,0,detrz
ejwenaka-vomit-1,ejwenaka-vomit,wena-vomit,1,vomit
ejwenaka-vomit-2,ejwenaka-vomit,kavbz,2,"vbz,tr"
serema-eat-0,serema-eat,dt2,0,detrz
serema-eat-1,serema-eat,ere-liver,1,liver
serema-eat-2,serema-eat,macaus,2,caus
senka-finish-0,senka-finish,dt2,0,detrz
senka-finish-1,senka-finish,enka-finish,1,finish
ejneme-remain-0,ejneme-remain,dt1,0,detrz
ejneme-remain-1,ejneme-remain,neme-leave,1,leave
senejka-stay-0,senejka-stay,dt2,0,detrz
senejka-stay-1,senejka-stay,enejka-watch,1,watch
apataka-come-out-0,apataka-come-out,dt4,0,detrz
apataka-come-out-2,apataka-come-out,kavbz,2,"vbz,tr"
sereka-become-tired-0,sereka-become-tired,dt2,0,detrz
sereka-become-tired-1,sereka-become-tired,ereka-tire,1,tire
esene-see-self-0,esene-see-self,dt5,0,detrz
esene-see-self-1,esene-see-self,ene-see,1,see
sene-see-self-0,sene-see-self,dt2,0,detrz
sene-see-self-1,sene-see-self,ene-see,1,see
atapej-seize-on-0,atapej-seize-on,dt3,0,detrz
atapej-seize-on-1,atapej-seize-on,apej-grab,1,grab
ejpenaka-return-0,ejpenaka-return,dt1,0,detrz
ejpenaka-return-1,ejpenaka-return,penaka-return,1,return
kojpaye-at-night-0,kojpaye-at-night,kojpa-night,0,night
kojpaye-at-night-1,kojpaye-at-night,yeadvz,1,advz
kamprake-big-0,kamprake-big,kampra-big,0,big
kamprake-big-1,kamprake-big,keprop,1,prop
tejpore-tasty-0,tejpore-tasty,tejpo-taste,0,taste
tejpore-tasty-1,tejpore-tasty,readvz,1,advz
tapire-red-0,tapire-red,tapi-redness,0,redness
tapire-red-1,tapire-red,readvz,1,advz
pechine-odorous-0,pechine-odorous,pochi-smell,0,smell
pechine-odorous-1,pechine-odorous,neadvz,1,advz
pochine-odorous-0,pochine-odorous,pochi-smell,0,smell
pochine-odorous-1,pochine-odorous,neadvz,1,advz
makepijke-second-mother-0,makepijke-second-mother,make-mom,0,mom
makepijke-second-mother-1,makepijke-second-mother,pijkedim,1,dim
meteye-thin-0,meteye-thin,mete-thin,0,thin
meteye-thin-1,meteye-thin,yeadvz,1,advz
tepeti-go-plur-0,tepeti-go-plur,te-go,0,go
tepeti-go-plur-1,tepeti-go-plur,plur1,1,plur
sejpeti-dream-0,sejpeti-dream,sej-dream,0,dream
sejpeti-dream-1,sejpeti-dream,plur1,1,plur
sejpej-dream-0,sejpej-dream,sej-dream,0,dream
sejpej-dream-1,sejpej-dream,plur2,1,plur
mujnajte-bury-0,mujnajte-bury,mujna-grave,0,grave
mujnajte-bury-1,mujnajte-bury,jtevbz,1,"vbz,tr"
asereke-dry-cough-prop-0,asereke-dry-cough-prop,asere-dry-cough,0,dry-cough
asereke-dry-cough-prop-1,asereke-dry-cough-prop,keprop,1,prop
enirono-now-nmlz-0,enirono-now-nmlz,eniro-now,0,now
enirono-now-nmlz-1,enirono-now-nmlz,nonmlz,1,nmlz
ijmokani-cook-agtnmlz-0,ijmokani-cook-agtnmlz,ijmoka-cook,0,cook
ijmokani-cook-agtnmlz-1,ijmokani-cook-agtnmlz,ninmlz,1,agtnmlz
kamparake-big-prop-0,kamparake-big-prop,kampara-big,0,big
kamparake-big-prop-1,kamparake-big-prop,keprop,1,prop
kereke-old-prop-0,kereke-old-prop,kere-old,0,old
kereke-old-prop-1,kereke-old-prop,keprop,1,prop
keyari-think-acnnmlz-0,keyari-think-acnnmlz,keya-think,0,think
keyari-think-acnnmlz-1,keyari-think-acnnmlz,rinmlz,1,acnnmlz
nonoke-earth-prop-0,nonoke-earth-prop,nono-earth,0,earth
nonoke-earth-prop-1,nonoke-earth-prop,keprop,1,prop
nopano-good-nmlz-0,nopano-good-nmlz,nop-good,0,good
nopano-good-nmlz-1,nopano-good-nmlz,anonmlz,1,nmlz
pejmani-bewitch-agtnmlz-0,pejmani-bewitch-agtnmlz,pej-witch,0,witch
pejmani-bewitch-agtnmlz-1,pejmani-bewitch-agtnmlz,macaus,1,caus
pejmani-bewitch-agtnmlz-2,pejmani-bewitch-agtnmlz,ninmlz,2,agtnmlz
teijpono-far-nmlz-0,teijpono-far-nmlz,teijpo-far-1,0,far
teijpono-far-nmlz-1,teijpono-far-nmlz,nonmlz,1,nmlz
tejporemi-tasty-nmlz-0,tejporemi-tasty-nmlz,tejpo-taste,0,taste
tejporemi-tasty-nmlz-1,tejporemi-tasty-nmlz,readvz,1,advz
tejporemi-tasty-nmlz-2,tejporemi-tasty-nmlz,minmlz,2,nmlz
weseyuri-be-brave-acnnmlz-0,weseyuri-be-brave-acnnmlz,weseyu-be-brave,0,be-brave
weseyuri-be-brave-acnnmlz-1,weseyuri-be-brave-acnnmlz,rinmlz,1,acnnmlz
tari-say-acnnmlz-0,tari-say-acnnmlz,ta-say,0,say
tari-say-acnnmlz-1,tari-say-acnnmlz,rinmlz,1,acnnmlz
chiri-cop-acnnmlz-0,chiri-cop-acnnmlz,chi-cop,0,cop
chiri-cop-acnnmlz-1,chiri-cop-acnnmlz,rinmlz,1,acnnmlz
yenese-eat-meat-ptcp-0,yenese-eat-meat-ptcp,yene-eat-meat,0,eat-meat
yenese-eat-meat-ptcp-1,yenese-eat-meat-ptcp,septcp,1,ptcp
tajtane-say-cncs-0,tajtane-say-cncs,taj-say,0,say
tajtane-say-cncs-1,tajtane-say-cncs,tanecncs,1,cncs
tajtoj-say-circ-nmlz-0,tajtoj-say-circ-nmlz,taj-say,0,say
tajtoj-say-circ-nmlz-1,tajtoj-say-circ-nmlz,tojnmlz,1,"circ,nmlz"
inijpe-see-pst-acnnmlz-0,inijpe-see-pst-acnnmlz,ini-see,0,see
inijpe-see-pst-acnnmlz-1,inijpe-see-pst-acnnmlz,jpenmlz,1,"pst,acnnmlz"
sereke-bitter-manioc-prop-0,sereke-bitter-manioc-prop,sere-bitter-manioc,0,bitter-manioc
sereke-bitter-manioc-prop-1,sereke-bitter-manioc-prop,keprop,1,prop
yemepeti-eat-fruits-eggs-soup-plur-0,yemepeti-eat-fruits-eggs-soup-plur,yeme-eat-fruits-eggs-soup,0,eat-fruits-eggs-soup
yemepeti-eat-fruits-eggs-soup-plur-1,yemepeti-eat-fruits-eggs-soup-plur,plur1,1,plur
keyatajpe-grow-pst-acnnmlz-0,keyatajpe-grow-pst-acnnmlz,keya-think,0,think
keyatajpe-grow-pst-acnnmlz-1,keyatajpe-grow-pst-acnnmlz,tavbz,1,"vbz,intr"
keyatajpe-grow-pst-acnnmlz-2,keyatajpe-grow-pst-acnnmlz,jpenmlz,2,"pst,acnnmlz"
enireno-now-nmlz-0,enireno-now-nmlz,enire-now,0,now
enireno-now-nmlz-1,enireno-now-nmlz,nonmlz,1,nmlz
yaweno-loc-nmlz-0,yaweno-loc-nmlz,yawe-loc,0,loc
yaweno-loc-nmlz-1,yaweno-loc-nmlz,nonmlz,1,nmlz
nairi-do-acnnmlz-0,nairi-do-acnnmlz,nai-do,0,do
nairi-do-acnnmlz-1,nairi-do-acnnmlz,rinmlz,1,acnnmlz
ijmojkatopo-cook-circ-nmlz-0,ijmojkatopo-cook-circ-nmlz,ijmojka-cook,0,cook
ijmojkatopo-cook-circ-nmlz-1,ijmojkatopo-cook-circ-nmlz,toponmlz,1,"circ,nmlz"
kani-take-out-agtnmlz-0,kani-take-out-agtnmlz,ka-take-out,0,take-out
kani-take-out-agtnmlz-1,kani-take-out-agtnmlz,ninmlz,1,agtnmlz
turi-give-acnnmlz-0,turi-give-acnnmlz,tu-give,0,give
turi-give-acnnmlz-1,turi-give-acnnmlz,rinmlz,1,acnnmlz
empampej-learn-plur-0,empampej-learn-plur,empam-learn,0,learn
empampej-learn-plur-1,empampej-learn-plur,plur2,1,plur
moronkapo-make-suffer-des-0,moronkapo-make-suffer-des,moron-pain,0,pain
moronkapo-make-suffer-des-1,moronkapo-make-suffer-des,kavbz,1,"vbz,tr"
moronkapo-make-suffer-des-2,moronkapo-make-suffer-des,podes,2,des
taropo-say-des-0,taropo-say-des,taro-say,0,say
taropo-say-des-1,taropo-say-des,podes,1,des
empamtoj-learn-circ-nmlz-0,empamtoj-learn-circ-nmlz,empam-learn,0,learn
empamtoj-learn-circ-nmlz-1,empamtoj-learn-circ-nmlz,tojnmlz,1,"circ,nmlz"
tajpeti-say-plur-0,tajpeti-say-plur,taj-say,0,say
tajpeti-say-plur-1,tajpeti-say-plur,plur1,1,plur
pojteri-want-acnnmlz-0,pojteri-want-acnnmlz,pojte-want,0,want
pojteri-want-acnnmlz-1,pojteri-want-acnnmlz,rinmlz,1,acnnmlz
wejpo-come-des-0,wejpo-come-des,wej-come,0,come
wejpo-come-des-1,wejpo-come-des,podes,1,des
yepematopo-pay-circ-nmlz-0,yepematopo-pay-circ-nmlz,yepema-pay,0,pay
yepematopo-pay-circ-nmlz-1,yepematopo-pay-circ-nmlz,toponmlz,1,"circ,nmlz"
warotatopo-work-circ-nmlz-0,warotatopo-work-circ-nmlz,warota-work,0,work
warotatopo-work-circ-nmlz-1,warotatopo-work-circ-nmlz,toponmlz,1,"circ,nmlz"
yakaramari-tell-acnnmlz-0,yakaramari-tell-acnnmlz,yakara-believe,0,believe
yakaramari-tell-acnnmlz-1,yakaramari-tell-acnnmlz,macaus,1,caus
yakaramari-tell-acnnmlz-2,yakaramari-tell-acnnmlz,rinmlz,2,acnnmlz
serekapo-become-tired-des-0,serekapo-become-tired-des,dt2,0,detrz
serekapo-become-tired-des-1,serekapo-become-tired-des,ereka-tire,1,tire
serekapo-become-tired-des-2,serekapo-become-tired-des,podes,2,des
pokono-about-nmlz-0,pokono-about-nmlz,poko-about,0,about
pokono-about-nmlz-1,pokono-about-nmlz,nonmlz,1,nmlz
tunamri-hide-acnnmlz-0,tunamri-hide-acnnmlz,tunam-hide,0,hide
tunamri-hide-acnnmlz-1,tunamri-hide-acnnmlz,rinmlz,1,acnnmlz
yarikatopo-laugh-circ-nmlz-0,yarikatopo-laugh-circ-nmlz,yarika-laugh,0,laugh
yarikatopo-laugh-circ-nmlz-1,yarikatopo-laugh-circ-nmlz,toponmlz,1,"circ,nmlz"
itapo-hear-des-0,itapo-hear-des,ita-hear,0,hear
itapo-hear-des-1,itapo-hear-des,podes,1,des
yaruwatopo-laugh-circ-nmlz-0,yaruwatopo-laugh-circ-nmlz,yaruwa-laugh,0,laugh
yaruwatopo-laugh-circ-nmlz-1,yaruwatopo-laugh-circ-nmlz,toponmlz,1,"circ,nmlz"
iniri-see-acnnmlz-0,iniri-see-acnnmlz,ini-see,0,see
iniri-see-acnnmlz-1,iniri-see-acnnmlz,rinmlz,1,acnnmlz
yarikase-laugh-ptcp-0,yarikase-laugh-ptcp,yarika-laugh,0,laugh
yarikase-laugh-ptcp-1,yarikase-laugh-ptcp,septcp,1,ptcp
yakaramapeti-tell-plur-0,yakaramapeti-tell-plur,yakara-believe,0,believe
yakaramapeti-tell-plur-1,yakaramapeti-tell-plur,macaus,1,caus
yakaramapeti-tell-plur-2,yakaramapeti-tell-plur,plur1,2,plur
yeneni-eat-meat-agtnmlz-0,yeneni-eat-meat-agtnmlz,yene-eat-meat,0,eat-meat
yeneni-eat-meat-agtnmlz-1,yeneni-eat-meat-agtnmlz,ninmlz,1,agtnmlz
ekejna-where-nmlz-0,ekejna-where-nmlz,ekej-where,0,where
ekejna-where-nmlz-1,ekejna-where-nmlz,nanmlz,1,nmlz
yapejtane-grab-cncs-0,yapejtane-grab-cncs,yapej-grab,0,grab
yapejtane-grab-cncs-1,yapejtane-grab-cncs,tanecncs,1,cncs
mukupijke-child-dim-0,mukupijke-child-dim,muku-child,0,child
mukupijke-child-dim-1,mukupijke-child-dim,pijkedim,1,dim
yenepej-eat-meat-plur-0,yenepej-eat-meat-plur,yene-eat-meat,0,eat-meat
yenepej-eat-meat-plur-1,yenepej-eat-meat-plur,plur2,1,plur
tena-loc-nmlz-0,tena-loc-nmlz,te-loc,0,loc
tena-loc-nmlz-1,tena-loc-nmlz,nanmlz,1,nmlz
tampapeti-become-angry-plur-0,tampapeti-become-angry-plur,tampa-become-angry,0,become-angry
tampapeti-become-angry-plur-1,tampapeti-become-angry-plur,plur1,1,plur
panake-ear-prop-0,panake-ear-prop,pana-ear,0,ear
panake-ear-prop-1,panake-ear-prop,keprop,1,prop
samopeti-cry-plur-0,samopeti-cry-plur,samo-cry,0,cry
samopeti-cry-plur-1,samopeti-cry-plur,plur1,1,plur
tajrominke-bad-omen-prop-0,tajrominke-bad-omen-prop,tajromin-bad-omen,0,bad-omen
tajrominke-bad-omen-prop-1,tajrominke-bad-omen-prop,keprop,1,prop
semapej-die-plur-0,semapej-die-plur,sema-die,0,die
semapej-die-plur-1,semapej-die-plur,plur2,1,plur
semari-die-acnnmlz-0,semari-die-acnnmlz,sema-die,0,die
semari-die-acnnmlz-1,semari-die-acnnmlz,rinmlz,1,acnnmlz
esemane-die-inf-0,esemane-die-inf,esema-die,0,die
esemane-die-inf-1,esemane-die-inf,neinf,1,inf
wenkejpej-forget-plur-0,wenkejpej-forget-plur,wenkej-forget,0,forget
wenkejpej-forget-plur-1,wenkejpej-forget-plur,plur2,1,plur
weseise-be-brave-ptcp-0,weseise-be-brave-ptcp,wesei-be-brave,0,be-brave
weseise-be-brave-ptcp-1,weseise-be-brave-ptcp,septcp,1,ptcp
atapejse-seize-on-ptcp-0,atapejse-seize-on-ptcp,dt3,0,detrz
atapejse-seize-on-ptcp-1,atapejse-seize-on-ptcp,apej-grab,1,grab
atapejse-seize-on-ptcp-2,atapejse-seize-on-ptcp,septcp,2,ptcp
tapej-say-plur-0,tapej-say-plur,ta-say,0,say
tapej-say-plur-1,tapej-say-plur,plur2,1,plur
inpo-see-des-0,inpo-see-des,in-see,0,see
inpo-see-des-1,inpo-see-des,podes,1,des
tawejkari-dawn-acnnmlz-0,tawejkari-dawn-acnnmlz,tawejka-dawn,0,dawn
tawejkari-dawn-acnnmlz-1,tawejkari-dawn-acnnmlz,rinmlz,1,acnnmlz
yakase-dig-out-ptcp-0,yakase-dig-out-ptcp,yaka-dig-out,0,dig-out
yakase-dig-out-ptcp-1,yakase-dig-out-ptcp,septcp,1,ptcp
enteno-here-loc-nmlz-0,enteno-here-loc-nmlz,ente-here-loc,0,"here,loc"
enteno-here-loc-nmlz-1,enteno-here-loc-nmlz,nonmlz,1,nmlz
yenpo-drink-des-0,yenpo-drink-des,yen-drink,0,drink
yenpo-drink-des-1,yenpo-drink-des,podes,1,des
yempekapeti-offend-plur-0,yempekapeti-offend-plur,yempeka-offend,0,offend
yempekapeti-offend-plur-1,yempekapeti-offend-plur,plur1,1,plur
semajpe-die-pst-acnnmlz-0,semajpe-die-pst-acnnmlz,sema-die,0,die
semajpe-die-pst-acnnmlz-1,semajpe-die-pst-acnnmlz,jpenmlz,1,"pst,acnnmlz"
yemiri-be-hungry-acnnmlz-0,yemiri-be-hungry-acnnmlz,yemi-be-hungry-1,0,be-hungry
yemiri-be-hungry-acnnmlz-1,yemiri-be-hungry-acnnmlz,rinmlz,1,acnnmlz
serematojpe-eat-purp-0,serematojpe-eat-purp,dt2,0,detrz
serematojpe-eat-purp-1,serematojpe-eat-purp,ere-liver,1,liver
serematojpe-eat-purp-2,serematojpe-eat-purp,macaus,2,caus
serematojpe-eat-purp-3,serematojpe-eat-purp,tojpepurp,3,purp
semasape-die-abs-nmlz-0,semasape-die-abs-nmlz,sema-die,0,die
semasape-die-abs-nmlz-1,semasape-die-abs-nmlz,sapenmlz,1,"abs,nmlz"
kejmatojpe-hunt-purp-0,kejmatojpe-hunt-purp,kejma-hunt,0,hunt
